																					13621_submitter_file2__P3080033_2.jpg	alp	a mountain range with a bird flying over it .
																					13631_submitter_file1__UFO_11-8-08a.jpg	menu	a pair of scissors sitting on top of a table .
																					13631_submitter_file2__UFO_11-8-08b.jpg	menu	a black and white photo of a sign on a wall
																					13631_submitter_file3__UFO_2-27-07.jpg	binder, ring-binder	a black and white photo of a beach with people flying kites .
																					13647_submitter_file1__1.jpg	envelope	a black and white photo of a kite in the sky .
																					13659_submitter_file1__Dep1.jpg	television, television system	a plane flying in the sky over a city .
																					13659_submitter_file2__Dep2.JPG	television, television system	a black and white photo of a street sign .
																					13659_submitter_file3__Dep3.JPG	television, television system	a black and white photo of a clock tower .
																					13670_submitter_file1__bottom_and_side_view1CMS13670.jpg	web site, website, internet site, site	a person holding a surf board in a field
																					13670_submitter_file2__Triangle1CMS13670.jpg	menu	a pair of scissors and a pair of scissors .
																					13677_submitter_file1__UFO.jpg	spotlight, spot	a view of a city street from a night sky .
																					13684_submitter_file1__cowboyhat.jpg	nematode, nematode worm, roundworm	a person holding a pair of scissors in their hands .
																					13684_submitter_file2__Swainsborosighting.jpg	maze, labyrinth	a bunch of green plants growing in a field .
																					13693_submitter_file1__IMG_0042.JPG	jellyfish	a blue and white airplane flying in the sky .
																					13693_submitter_file2__IMG_0043.JPG	pole	a red and white plane flying in the sky
																					13693_submitter_file3__IMG_0146.JPG	flagpole, flagstaff	a man flying through the air while riding a snowboard .
																					13695_submitter_file1__eerrrr.jpg	parachute, chute	a group of kites flying in the sky .
																					13695_submitter_file2__originalphoto.jpg	parachute, chute	a bunch of kites flying in the sky
																					13696_submitter_file1__originalphoto.jpg	parachute, chute	a bunch of kites flying in the sky
																					13696_submitter_file2__Picture_246.JPG	airship, dirigible	a flock of birds flying through a cloudy sky .
																					13727_submitter_file1__fotoarea2.jpg	dam, dike, dyke	a red fire hydrant sitting in the middle of a field .
																					13727_submitter_file2__P1160113.jpg	reel	a man standing in a forest with a frisbee .
																					13727_submitter_file3__P1170148.jpg	soccer ball	a man standing in the grass holding a frisbee .
																					13730_submitter_file1__PWLocationDuringSighting.jpg	limousine, limo	a car is parked on the side of the road .
																					13730_submitter_file2__LineofSightofPWDuringSighting.jpg	lakeside, lakeshore	a street with cars parked on the side of it .
																					13730_submitter_file3__ObjectsDirectionofTravel.jpg	lakeside, lakeshore	a person on a skateboard in a park .
																					13730_submitter_file4__USgas.jpg	envelope	a group of people standing on top of a snow covered slope .
																					13743_submitter_file1__picture171.jpg	radiator	a bed with a blanket and a pillow on it
																					13743_submitter_file2__ufo2.jpg	spotlight, spot	a black and white photo of a cat on a bed .
																					13746_submitter_file1__Picture1.JPG	balloon	a person on a snowboard in the air .
																					13746_submitter_file2__Picture4.JPG	balloon	a view of a street with a traffic light .
																					13746_submitter_file3__Picture5.JPG	balloon	a person flying a kite on a cloudy day .
																					13752_submitter_file1__l_c352217f897f6002eb3bb13e6d4d9626.jpg	sombrero	a woman with a toothbrush in her mouth .
2008-10-28 19:47:20		River Lane, New Bern, Craven County, North Carolina, 28562, United States of America				35.07616666666667	 -77.06483333333333														13754_submitter_file1__ufosaved.jpg	fire engine, fire truck	a street scene with cars and a bus .
																					13769_submitter_file1__DSC00092.JPG	nematode, nematode worm, roundworm	a black and white photo of a clock tower .
																					13772_submitter_file1__Sulpher_high_homecoming_ORB.jpg	solar dish, solar collector, solar furnace	a tennis court with a tennis court and a court
																					13783_submitter_file1__objectshape.jpg	web site, website, internet site, site	a close up of a person holding a clock
																					13783_submitter_file2__PICT0006.JPG	nematode, nematode worm, roundworm	a black and white photo of a clock tower .
																					13783_submitter_file3__PICT0006contrast.JPG	bubble	a black and white photo of a red and white kite flying in the sky
																					13783_submitter_file4__DaylightimagesameareafollowingdayNov.1820081630hours.JPG	barn	a lone giraffe standing in a field of tall grass .
																					13814_submitter_file1__111708140.jpg	wing	a kite flying in a cloudy blue sky .
																					13814_submitter_file2__111708140crop.jpg	great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias	a person is flying a kite in the sky .
																					13822_submitter_file1__ufoA.jpg	hay	a kite flying in the sky with a sky background
																					13822_submitter_file2__ufoB.jpg	parachute, chute	a plane flying in the sky over a mountain .
																					13837_submitter_file1__nso.png	strainer	a black and white photo of a street light .
																					13837_submitter_file2__Meetingplace.jpg	maze, labyrinth	a group of people standing in front of a large building .
																					13837_submitter_file3__partingtime.jpg	nematode, nematode worm, roundworm	a group of people standing next to each other .
																					13860_submitter_file1__047_47.JPG	sandbar, sand bar	a group of people standing on top of a sandy beach .
																					13864_submitter_file1__IMG_2774.jpg	worm fence, snake fence, snake-rail fence, Virginia fence	a stop sign on the side of a road .
																					13871_submitter_file1__ufo.jpg	nematode, nematode worm, roundworm	a man flying through the air while riding a snowboard .
																					13871_submitter_file2__Pics1152.jpg	solar dish, solar collector, solar furnace	a view of a building with a clock on it .
																					13873_submitter_file1__1120nightshots02007.JPG	traffic light, traffic signal, stoplight	a view of a city street at night .
																					13887_submitter_file1__skyss.jpg	bubble	a person flying a kite in a city park .
																					13887_submitter_file2__sky.JPG	volcano	a view of a city street from a plane .
																					13901_submitter_file1__smallwhitedotcenterofscreen.jpg	parachute, chute	a plane flying in the sky with a sky background
																					13901_submitter_file2__smalldotincenterofpic.JPG	parachute, chute	a plane flying in the sky with a sky background
																					13901_submitter_file3__smallwhitedottorightofcenterhitzoomfewX.JPG	kite	a kite flying in the sky with a sky background
																					13913_submitter_file1__193916main_lunar_lander_330.jpg	space shuttle	a large jetliner flying over a bridge over a city .
																					13922_submitter_file1__ufo11-23-08-915pm005.jpg	spotlight, spot	a night view of a lit up clock tower .
																					13922_submitter_file2__ufo11-23-08-915pm007.jpg	planetarium	a person on a skate board does a trick
																					13922_submitter_file3__14.jpg	dough	a slice of pizza sitting on top of a white plate .
																					13929_submitter_file1__CMS13929UFOdrawing.jpg	balloon	a kite flying in the sky over a city .
																					13931_submitter_file1__IMG00246.jpg	traffic light, traffic signal, stoplight	a traffic light sitting on the side of a road .
																					13935_submitter_file1__ufotriangle.jpg	nematode, nematode worm, roundworm	a blue and white bird flying in the air .
																					13935_submitter_file2__ufohalfsharp2.jpg	parachute, chute	a plane flying in the sky with a sky background
																					13935_submitter_file3__UFOSHarp.jpg	flagpole, flagstaff	a kite flying in the sky over a city .
																					13936_submitter_file1__dog046.jpg	Arctic fox, white fox, Alopex lagopus	a polar bear is laying on the snow .
																					13936_submitter_file2__dog047.jpg	hamster	a cat laying on top of a white blanket .
																					13936_submitter_file3__dog048.jpg	fox squirrel, eastern fox squirrel, Sciurus niger	a white and brown dog laying on top of a bed .
																					13954_submitter_file1__August182008.jpg	spider web, spider's web	a person is flying a kite in the sky .
																					13958_submitter_file1__gayshappyhour004.jpg	nematode, nematode worm, roundworm	an airplane flying in the sky over a city .
																					13962_submitter_file1__gayshappyhour004.jpg	nematode, nematode worm, roundworm	an airplane flying in the sky over a city .
																					13963_submitter_file1__Scan0016_EDIT16_0032_0032.jpg	barn spider, Araneus cavaticus	a person in the air on a snowboard .
																					13963_submitter_file2__Scan0007_EDIT7_0014_0014.jpg	jack-o'-lantern	a traffic light hanging over a city street .
																					13963_submitter_file3__Scan0008_EDIT8_0016_0016.jpg	torch	a person on a snowboard doing a trick .
																					13964_submitter_file1__100b5211.jpg	Weimaraner	a dog is standing on the back of a truck .
																					13964_submitter_file2__100b5212.jpg	suspension bridge	a dog is sitting on a bench in front of a building .
																					13964_submitter_file3__100b5213.jpg	Sealyham terrier, Sealyham	a man standing next to a fire hydrant .
																					13974_submitter_file1__November2008002.JPG	laptop, laptop computer	a person holding a red and black kite in the sky .
																					13974_submitter_file2__November2008013.JPG	bubble	a red and white bird flying in the sky .
																					13981_submitter_file1__UFO.jpg	dome	a large white cake sitting on top of a table .
																					13983_submitter_file1__UFO.jpg	web site, website, internet site, site	a close up of a computer keyboard and a mouse .
																					13990_submitter_file1__scan0001Wellston.jpg	military uniform	a white building with a sign on it .
																					13990_submitter_file2__scan0002Wellston.jpg	paper towel	a flock of birds sitting on top of a tree .
																					13990_submitter_file3__scan0003Wellston.jpg	oscilloscope, scope, cathode-ray oscilloscope, CRO	a bunch of birds that are sitting on a wall .
																					13998_submitter_file1__Robert005.JPG	nematode, nematode worm, roundworm	a black and white photo of a man in a suit .
																					13998_submitter_file2__Robert026.JPG	nematode, nematode worm, roundworm	a person is flying a kite in the sky .
																					13998_submitter_file3__Robert018.JPG	nematode, nematode worm, roundworm	a black and white photo of a clock tower .
																					14000_submitter_file1__UFO.jpg	wing	a plane flying over a mountain and a mountain .
																					14000_submitter_file2__UFO2.jpg	grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus	a plane flying in the air with a sky background
																					14015_submitter_file1__escondidoUFO.jpg	spotlight, spot	a stop sign is shown in the middle of a field .
																					14021_submitter_file1__IMG_1708-CMS14021.JPG	nematode, nematode worm, roundworm	a black and white photo of a black and white cat
																					14023_submitter_file1__IMG_1104.JPG	platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus	a large jetliner flying over a city at night .
																					14023_submitter_file2__IMG_1099.JPG	feather boa, boa	a person holding a kite in their hands .
																					14023_submitter_file3__IMG_1065.JPG	wallaby, brush kangaroo	a group of people standing on top of a lush green field .
																					14027_submitter_file1__Picture068.jpg	loudspeaker, speaker, speaker unit, loudspeaker system, speaker system	a view of a stop sign with a sky background
																					14045_submitter_file1__IMG_0016.JPG	parachute, chute	a plane flying high in the sky above some trees
																					14056_submitter_file1__112508ufo.jpg	web site, website, internet site, site	a black and white photo of a clock on a wall .
																					14059_submitter_file1__Slippery008.JPG	nematode, nematode worm, roundworm	an airplane flying in the sky with a dark background
																					14059_submitter_file2__STREETLIGHT046.JPG	jack-o'-lantern	a traffic light on a pole on a city street
																					14059_submitter_file3__1Night008.JPG	cliff, drop, drop-off	a bird perched on top of a tree branch .
																					14070_submitter_file1__DSCF0533.JPG	promontory, headland, head, foreland	a plane flying over a large body of water .
																					14070_submitter_file2__DSCF0534.JPG	barn	a view of a mountain range from a plane .
																					14070_submitter_file3__DSCF0537.JPG	barn	a view of a mountain range with a plane in the sky .
																					14075_submitter_file1__Picture337.jpg	candle, taper, wax light	a black and white photo of a black and white photo
																					14075_submitter_file2__Picture338.jpg	cinema, movie theater, movie theatre, movie house, picture palace	a person on a skateboard doing a trick in the air .
																					14075_submitter_file3__Picture339.jpg	spotlight, spot	an airplane is flying high in the sky .
																					14076_submitter_file1__PoolDaysX-mas017.jpg	spotlight, spot	a view of a city from the top of a building .
																					14076_submitter_file2__PoolDaysX-mas018.jpg	television, television system	a view of a clock tower from a window .
																					14076_submitter_file3__PoolDaysX-mas023.jpg	nematode, nematode worm, roundworm	a black and white photo of a city skyline .
																					14080_submitter_file1__IMG_1772.jpg	pole	a person is flying a kite in a field .
																					14080_submitter_file2__IMG_1774.jpg	pole	a person standing on a hill with a kite .
																					14100_submitter_file1__ufo.JPG	flagpole, flagstaff	a truck is parked on the grass near a field .
																					14114_submitter_file1__DSCN2906Untouched_and_Noenlargementdone..jpg	spotlight, spot	a traffic light suspended over a city street .
																					14115_submitter_file1__DSCN2905cropped.jpg	matchstick	a large bird flying over a city street .
																					14123_submitter_file1__Picture084.jpg	nematode, nematode worm, roundworm	a person holding a kite in the air .
																					14123_submitter_file2__Picture085.jpg	volcano	a view of a city street from a plane .
																					14123_submitter_file3__Picture087.jpg	picket fence, paling	a view of a street light from a street .
																					14126_submitter_file1__UFO_11_28_2008.jpg	hook, claw	a close up of a pair of scissors
																					14138_submitter_file1__lightsoriginal2.jpg	jellyfish	a black and white photo of a street light
																					14138_submitter_file2__originallightsinthewoods6.jpg	velvet	a black and white photo of a stop sign
																					14141_submitter_file1__lightsoriginal2.jpg	jellyfish	a black and white photo of a street light
																					14141_submitter_file2__originallightsinthewoods6.jpg	velvet	a black and white photo of a stop sign
																					14147_submitter_file1__ND-14260.jpg	envelope	a black and white photo of a white and black clock
																					14151_submitter_file1__bayareaUFO01.jpg	safety pin	a person holding a pair of scissors in their hands .
																					14161_submitter_file1__sydneyvac2007-30.jpg	parachute, chute	a woman is standing on the beach with a kite .
																					14161_submitter_file2__sydneyvac2007-30_edited.jpg	umbrella	a person holding an open umbrella on a beach
																					14175_submitter_file1__DSC01656.JPG	echidna, spiny anteater, anteater	a bear is standing in a field of grass
																					14175_submitter_file2__DSC01658.JPG	American black bear, black bear, Ursus americanus, Euarctos americanus	a fire hydrant in the middle of a grassy field .
																					14175_submitter_file3__DSC01660.JPG	echidna, spiny anteater, anteater	a red fire hydrant in the middle of a field .
																					14186_submitter_file1__IMG_3108.JPG	corn	a group of people sitting around a table eating food .
																					14186_submitter_file2__IMG_3116.JPG	sarong	a group of people sitting on top of a bed .
																					14192_submitter_file1__UFO.jpg	parachute, chute	a group of people flying kites in a field .
																					14197_submitter_file1__image.jpg	nematode, nematode worm, roundworm	a large bird flying over the top of a building .
																					14203_submitter_file1__ufo2007.jpg	nematode, nematode worm, roundworm	a black and white photo of a person holding a black and white clock
																					14203_submitter_file2__ufo2002.jpg	jellyfish	a black and white photo of a bird flying in the sky .
																					14203_submitter_file3__ufo2003.jpg	hammerhead, hammerhead shark	a black and white photo of a red light
																					14203_submitter_file4__ufo2004.jpg	nematode, nematode worm, roundworm	a black and white photo of a man in a red light .
																					14203_submitter_file5__ufo2023.jpg	wing	a group of planes flying in the sky .
																					14205_submitter_file1__DSCF0063.JPG	dishwasher, dish washer, dishwashing machine	a person on a skate board does a trick
																					14205_submitter_file2__DSCF0064.JPG	shoji	a room with a television and a clock on the wall .
																					14208_submitter_file1__PulsedContrail001.jpg	sea snake	a large blue and white plane flying over a body of water .
																					14209_submitter_file1__Picture12.png	safety pin	a close up of a pair of scissors
																					14226_submitter_file1__UFOillustration.jpg	web site, website, internet site, site	a woman is holding a white surfboard in her hand
																					14229_submitter_file1__20081016_71.JPG	breakwater, groin, groyne, mole, bulwark, seawall, jetty	a view of a city skyline from the sky .
																					14229_submitter_file2__ufozoom.jpg	syringe	a close up of a white and black object .
																					14229_submitter_file3__l_4c955101ac22d9856c0970169d44fc79.jpg	seashore, coast, seacoast, sea-coast	a large clock tower towering over a city .
																					14230_submitter_file1__af.jpg	combination lock	a bunch of different colored ties hanging from a ceiling .
																					14230_submitter_file2__dsdad.jpg	traffic light, traffic signal, stoplight	a view of a city street from a car windshield .
																					14231_submitter_file1__DSCF2000.JPG	great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias	a plane flying in the sky over a field .
																					14241_submitter_file1__DSC_1567b.JPG	jersey, T-shirt, tee shirt	a black and white photo of a kite flying in the sky .
																					14241_submitter_file2__DSC_1568b.JPG	spotlight, spot	an airplane flying in the sky over a city .
																					14248_submitter_file1__1205081147.jpg	bow	a close up of a kite flying in the sky
																					15075_submitter_file1__objects_1.jpg	ping-pong ball	a red and white frisbee is in the air .
																					15075_submitter_file2__objects_2.jpg	ping-pong ball	a woman holding a red frisbee in her hands .
																					15075_submitter_file3__Peter_house.jpg	tile roof	a bird perched on top of a building .
																					15096_submitter_file1__whatsthis.JPG	picket fence, paling	a view of a building with a clock on it .
																					15097_submitter_file1__UFOoverMexCityAirportneedtozoomphototoobservit.JPG	pier	a large body of water next to a bridge .
																					15100_submitter_file1__ufoandmikey160.jpg	nematode, nematode worm, roundworm	a red and black bird flying over a tree .
																					15100_submitter_file2__ufoandmikey158.jpg	parachute, chute	a group of people flying kites in the sky .
																					15100_submitter_file3__ufoandmikey161.jpg	volcano	a flock of birds flying through a cloudy sky .
																					15151_submitter_file1__lakeHousesomisFlyingSaucers.jpg	boathouse	a group of people sitting on a bench in front of a fountain .
																					15151_submitter_file2__lakeHousesomisFlyingSaucerscopy.jpg	boathouse	a group of people sitting on a bench in a garden .
																					15156_submitter_file1__UFO.jpg	airship, dirigible	a person flying a kite in a field .
																					15159_submitter_file1__Original3.jpg	envelope	a pair of scissors sitting on top of a table .
																					15159_submitter_file2__Original4.jpg	menu	a book with a picture of a man on it .
																					15159_submitter_file3__Redraw1.jpg	binder, ring-binder	a large white bird flying over the top of a building .
																					15161_submitter_file1__Rickspix010.jpg	sandbar, sand bar	a road with a road sign and a car on it
																					15169_submitter_file1__100_0880.jpg	mobile home, manufactured home	a view of a city street from a train station .
																					15169_submitter_file2__100_0885.jpg	candle, taper, wax light	a lit up lit lamp on a night stand .
																					15169_submitter_file3__100_0884.jpg	street sign	a street sign on a pole on a city street
																					15171_submitter_file1__witnessreferencegrid.jpg	alp	a large mountain range with mountains in the background .
																					15171_submitter_file3__DelaneycreeklakeCE.jpg	brass, memorial tablet, plaque	a sign that is on top of a pole .
																					15177_submitter_file1__010.jpg	nematode, nematode worm, roundworm	a black and white photo of a street light
																					15177_submitter_file2__011.jpg	nematode, nematode worm, roundworm	a black and white photo of a person holding an umbrella .
																					15177_submitter_file3__012.jpg	nematode, nematode worm, roundworm	a black and white photo of a person holding an umbrella .
																					15177_submitter_file4__022(skyufo)12-03-0801stUFO.jpg	nematode, nematode worm, roundworm	a black and white photo of a street light .
																					15181_submitter_file1__Lunsfordstills1.jpg	cannon	a group of pigeons sitting on top of a wooden bench .
																					15182_submitter_file1__nightshot4x.jpg	nematode, nematode worm, roundworm	a person holding a large clock in front of a tree .
																					15192_submitter_file1__P5030013.JPG	alp	a view of a mountain range with mountains in the background .
																					15394_submitter_file1__Map.jpg	binder, ring-binder	a pair of scissors sitting on top of a table .
																					15398_submitter_file1__ufo017.JPG	nematode, nematode worm, roundworm	a person is in the air on a skateboard .
																					15398_submitter_file2__ufo018.JPG	nematode, nematode worm, roundworm	a person is riding a skateboard on a ramp .
																					15398_submitter_file3__ufo019.JPG	nematode, nematode worm, roundworm	a person is in the air on a skateboard .
																					15401_submitter_file1__MVC-002F.JPG	nematode, nematode worm, roundworm	a close up of a person holding a pair of scissors
																					15410_submitter_file1__UFOtoronto.jpg	fireboat	a traffic light suspended over a city street .
																					15416_submitter_file1__DSC08384.JPG	rapeseed	a view of a city street at night .
																					15416_submitter_file2__DSC08383.JPG	rapeseed	a view of a sunset and a street light .
																					15419_submitter_file1__DSC02364.JPG	promontory, headland, head, foreland	a large body of water next to a large body of water .
																					15419_submitter_file2__sakhno.hipassstthomas.jpg	submarine, pigboat, sub, U-boat	a black and white photo of a plane flying over a mountain .
																					15419_submitter_file3__StThomasfull.jpg	nematode, nematode worm, roundworm	a white and blue bird sitting on top of a white plate .
																					15419_submitter_file4__StThomas.jpg	nematode, nematode worm, roundworm	a man riding a skateboard down a street .
																					15419_submitter_file5__sakhno.hipassstthomas.jpg	submarine, pigboat, sub, U-boat	a black and white photo of a plane flying over a mountain .
																					15433_submitter_file1__091-3groupingorbs.JPG	nematode, nematode worm, roundworm	a black and white photo of a clock tower .
																					15433_submitter_file2__1-6-09ORBregviewcenterpicnozoom.JPG	traffic light, traffic signal, stoplight	a view of a city street at sunset .
																					15433_submitter_file3__smallwhitedottorightofcenterhitzoomfewX.JPG	kite	a kite flying in the sky with a sky background
																					15539_submitter_file1__IMG_0562.JPG	parachute, chute	a group of kites flying in the sky .
																					15539_submitter_file2__IMG_0563.JPG	parachute, chute	a kite flying in the sky over a city .
																					15539_submitter_file3__IMG_0564.JPG	parachute, chute	a kite flying in the sky over a body of water
																					15561_submitter_file1__craft2.jpg	modem	a laptop computer sitting on top of a table .
																					15568_submitter_file1__waver003.jpg	envelope	a pair of scissors sitting on top of a table .
																					15574_submitter_file1__02-03-09_2253.jpg	torch	a view of a city street at night .
																					15575_submitter_file1__oakhillcemlkgen007.JPG	flagpole, flagstaff	a kite flying in the sky with a sky background
																					15575_submitter_file2__oakhillcemlkgen008.JPG	flagpole, flagstaff	a kite flying in the sky with a sky background
																					15576_submitter_file1__ufo1.JPG	nematode, nematode worm, roundworm	a man flying through the air while riding a skateboard .
																					15576_submitter_file2__ufo2.JPG	hook, claw	a close up of a pair of scissors
																					15576_submitter_file3__ufo3.JPG	nematode, nematode worm, roundworm	a group of people flying kites in the sky .
																					15578_submitter_file1__CIMG1823.JPG	parachute, chute	a plane flying in the air with a sky background
																					15580_submitter_file1__CIMG1759.JPG	warplane, military plane	a kite flying in the sky with a sky background
																					15581_submitter_file1__019.JPG	bannister, banister, balustrade, balusters, handrail	a large window with a cat sitting on top of it .
																					15581_submitter_file2__041.JPG	nematode, nematode worm, roundworm	a person is holding a black and white clock
																					15581_submitter_file3__046.JPG	spotlight, spot	a person is riding a skateboard in the air .
																					15597_submitter_file1__CIMG0617.JPG	quail	a bird perched on top of a building .
																					15597_submitter_file2__CIMG0794.JPG	parachute, chute	a plane is flying in the sky with clouds in the background .
																					15597_submitter_file3__CIMG0790.JPG	barn	a tall clock tower with a sky background
																					15675_submitter_file1__Uss.Williamson20mmGunoverdeckhouse.jpg	submarine, pigboat, sub, U-boat	a black and white photo of a boat in the water .
																					15680_submitter_file1__darkenview.jpg	chainlink fence	a view of a city skyline from a plane .
																					15680_submitter_file2__DSC03283.JPG	chainlink fence	a snowy mountain with a lot of snow on it
																					15680_submitter_file3__DSC03286.JPG	worm fence, snake fence, snake-rail fence, Virginia fence	a group of people riding skis down a snow covered slope .
																					15686_submitter_file1__117.JPG	traffic light, traffic signal, stoplight	a view of a city street at night .
																					15693_submitter_file1__came1large.jpg	airship, dirigible	a large building with a clock tower on top of it .
																					15694_submitter_file1__oddmtnpic.jpg	volcano	a large long train on a steel track .
																					15698_submitter_file1__ufo.jpg	fountain	a large boat floating on top of a body of water .
																					15701_submitter_file1__ufo.jpg	tiger shark, Galeocerdo cuvieri	a man is standing next to a horse .
																					15709_submitter_file1__2-24-09-ciscotx.jpg	monitor	a person is flying a kite in the sky .
																					15721_submitter_file1__UFO.jpg	rapeseed	a kite flying in the sky with a sky background
																					15721_submitter_file2__UFOenlarge.JPG	nematode, nematode worm, roundworm	a close up of a person holding a kite
																					15721_submitter_file3__Jan.09UFOs.JPG	church, church building	an airplane flying over a mountain in the snow .
																					15723_submitter_file1__oregoncoastcam2-25-09.jpg	geyser	a person on a beach flying a kite
																					15749_submitter_file1__MiscFamilyPicts282.jpg	fire engine, fire truck	a red fire hydrant sitting on the side of a road .
																					15749_submitter_file2__MiscFamilyPicts283.jpg	cinema, movie theater, movie theatre, movie house, picture palace	a group of people standing next to a fire hydrant .
																					15755_submitter_file1__zoomed1.jpg	spotlight, spot	a man is holding a cell phone in his hand .
																					15755_submitter_file2__zoomed2.jpg	nematode, nematode worm, roundworm	a person is flying a kite in the sky .
																					15755_submitter_file3__zoomed3iso1000.jpg	pool table, billiard table, snooker table	a man is flying a kite in the air .
																					15761_submitter_file1__Picture1.jpg	menu	a large clock with a statue on top of it .
																					15762_submitter_file1__DSCF4069.JPG	flagpole, flagstaff	a small airplane flying through a blue sky .
																					15763_submitter_file1__Becca.jpg	necklace	a close up of a person holding an open umbrella
																					15777_submitter_file1__mlh_sight1.jpg	modem	a black and white photo of a clock on a wall .
																					15777_submitter_file2__mlh_sight2.jpg	pool table, billiard table, snooker table	a man is flying a kite in the air .
																					15780_submitter_file1__UFOChad2.2609.jpg	envelope	a flock of birds sitting on top of a metal pole .
																					15782_submitter_file1__16011a.jpg	head cabbage	a group of people standing around a large building .
																					15786_submitter_file1__came1large.jpg	flagpole, flagstaff	an airplane flying over a city at night .
																					15787_submitter_file1__came1large.jpg	flagpole, flagstaff	an airplane flying over a city at night .
																					15791_submitter_file1__came1large.jpg	seashore, coast, seacoast, sea-coast	a large building with a clock tower in the distance .
																					15794_submitter_file1__IMG020651.jpg	digital clock	a person in the air on a skateboard .
																					15794_submitter_file2__IMG020701.jpg	nematode, nematode worm, roundworm	a red light that is on a pole .
																					15794_submitter_file3__IMG020681.jpg	matchstick	a person is holding a kite in the air .
																					15799_submitter_file1__P1030535.JPG	wing	a view of a mountain range from a plane .
																					15799_submitter_file2__P1030536.JPG	seashore, coast, seacoast, sea-coast	a view of a beach with a boat in the distance .
																					15799_submitter_file3__P1030538.JPG	seashore, coast, seacoast, sea-coast	a large body of water with a sky background
																					15800_submitter_file1__DSCN0481.JPG	nematode, nematode worm, roundworm	a traffic light suspended over a city street .
																					15932_submitter_file1__alien.jpg	spotlight, spot	a cat sitting on a desk next to a computer .
																					15941_submitter_file1__WINSUFO.jpg	bath towel	a person holding a pair of skis on top of a snow covered slope .
																					15941_submitter_file2__SAGANUFO.jpg	butternut squash	a red fire hydrant sitting in the middle of a field .
																					15946_submitter_file1__001.jpg	screw	a red and white fire hydrant on a sidewalk .
																					15949_submitter_file1__IMG0038.jpg	traffic light, traffic signal, stoplight	a traffic light on a street with a sky background
																					15951_submitter_file1__DSCI0690.JPG	swing	a traffic light suspended over a street next to a forest .
																					15951_submitter_file2__DSCI0690(2).jpg	swing	a street sign that is on a pole .
																					15960_submitter_file1__Picture020.jpg	poncho	a group of people riding on the backs of elephants .
																					15960_submitter_file2__100_1254.JPG	jellyfish	a person holding an open umbrella in a dark room .
																					15960_submitter_file3__Picture032.jpg	poncho	a close up of a cake on a table
																					15969_submitter_file1__DSCF7382.JPG	geyser	a plane flying in the sky over a mountain .
																					15969_submitter_file2__DSCF7382-1.JPG	geyser	a black and white photo of a snow covered mountain .
																					15969_submitter_file3__DSCF7383.JPG	geyser	a group of people flying kites in a field .
																					15970_submitter_file1__IMG_2932-6.JPG	bell cote, bell cot	a clock tower in the middle of a city .
																					15970_submitter_file2__IMG_2932-7.JPG	bell cote, bell cot	a large building with a clock on the top of it .
																					15971_submitter_file1__BCufo_Triangle.jpg	nematode, nematode worm, roundworm	a kite flying in the sky over a city .
																					15971_submitter_file2__BCufo_diamondVisual.jpg	wing	a plane flying in the sky over a building .
																					15971_submitter_file3__BCufo_stepBYstep.jpg	mortarboard	a bunch of kites that are flying in the air .
																					15975_submitter_file1__100_1409.JPG	nematode, nematode worm, roundworm	a man is holding a skateboard in his hand .
																					15975_submitter_file2__100_1253.JPG	laptop, laptop computer	a picture of a person holding a laptop .
																					15975_submitter_file3__100_1402.JPG	monitor	a traffic light hanging over a city street .
																					15976_submitter_file1__unbelievable.JPG	web site, website, internet site, site	a black and white photo of a street sign
																					15976_submitter_file2__GoogleskyBiggerPhoto.JPG	nematode, nematode worm, roundworm	a black and white photo of a clock on a wall .
																					15977_submitter_file1__MS2.jpg	jigsaw puzzle	a pair of scissors and a pair of scissors .
																					15977_submitter_file2__MS9.jpg	packet	a pair of scissors sitting on top of a table .
																					15977_submitter_file3__MS27.jpg	sea urchin	a yellow and blue toothbrush in a blue water .
																					15978_submitter_file1__GS-WWTAnomaly1.JPG	web site, website, internet site, site	a close up of a traffic light with a sky background
																					15978_submitter_file2__GS-WWTAnomaly2.JPG	oscilloscope, scope, cathode-ray oscilloscope, CRO	a close up of a person holding a cell phone
																					15978_submitter_file3__GS-WWTAnomaly3.JPG	web site, website, internet site, site	a woman holding a cell phone in her hand .
																					15997_submitter_file1__WallcloudShadow11-15-08.jpg	geyser	a plane flying in the air with a sky background
																					15997_submitter_file2__IMG_3394.JPG	volcano	a view of a mountain range from a plane .
																					15997_submitter_file3__IMG_3395.JPG	volcano	a view of a mountain range from a plane .
																					16023_submitter_file1__Picture1.jpg	bow	a close up of a person holding a pair of scissors
																					16036_submitter_file1__7objects.jpg	strainer	a white toilet sitting next to a white sink .
																					16036_submitter_file2__Untitled.jpg	toilet seat	a white toilet sitting next to a sink .
																					16036_submitter_file3__PitchBlackObjects.jpg	pencil sharpener	a black and white photo of a baseball game .
																					16048_submitter_file1__MDGC0001.JPG	white wolf, Arctic wolf, Canis lupus tundrarum	a black and white photo of a dog in a field .
																					16048_submitter_file2__MDGC0002.JPG	tennis ball	a red fire hydrant sitting on the side of a road .
																					16050_submitter_file2__ufomerge.jpg	digital clock	a close up of a keyboard and a mouse
